career_id,career_name,core_skills,interests,personality_fit,description
670,Sales Manager,CRM;Negotiation;Pipeline;Presentation;Sales Strategy;Creativity;Excel;Hospitality,Sales;Business;Leadership;Research,ISTJ;ESFJ;INTP,Lead sales teams and manage revenue targets.
671,Business Development Executive,Cold Outreach;Follow-ups;Negotiation;Pitching;Prospecting;Drafting,Sales;Growth;Client;Creativity;Field,ESFJ;ENFJ,Acquire new clients and partnerships.
672,HR Generalist,Compliance;Employee Relations;Payroll;Policies;Recruitment;Video Editing,HR;People;Operations;Field;Compliance,ESFJ;ISFJ,Handle HR ops and employee lifecycle.
673,Recruiter/Talent Acquisition,ATS;Coordination;Interviewing;JD Writing;Negotiation;Anatomy;Policy,HR;Hiring;Communication;Compliance,ENTP;ISTJ;ESFJ,Find and evaluate candidates for roles.
674,Operations Manager,Budgeting;KPIs;Leadership;Process Improvement;Quality;Anatomy;Marketing,Operations;Management;Scaling;Creativity;Research,ESTJ;ENTP;ISTJ,Run day-to-day operations and improve efficiency.
675,Supply Chain Manager,Demand Planning;Excel;Inventory;Logistics;SAP;Critical Thinking;Customer Service,Supply Chain;Logistics;Vendors;Sales,INTP;ENFP;ENTP,Manage end-to-end supply chain.
676,Logistics Coordinator,Excel;Routing;Tracking;Transportation;Warehouse;Anatomy,Logistics;Operations;Vendors;Research;Creativity,ESTJ;INTP;ENFP,Coordinate shipments and warehousing.
677,Procurement Specialist,Contracts;Costing;Negotiation;SAP;Vendor Management;Finance;Writing,Procurement;Vendors;Cost;Field,INTP;ENFP,Source goods/services and negotiate deals.
678,Hotel Manager,Budgeting;Front Office;Guest Experience;Operations;Revenue;Accounting;CRM;Pharmacology,Hospitality;Service;Operations;Teaching,ESFJ;ISTJ;ESTJ,Manage hotel departments and guest satisfaction.
679,Chef,Cooking;Creativity;Hygiene;Menu Planning;Teamwork;Budgeting;CAD,Food;Creativity;Operations;Leadership,ENFP;ESFJ;ENTP,Prepare dishes and manage kitchen operations.
680,Event Planner,Coordination;Creativity;Logistics;Negotiation;Vendor Management;First Aid;Public Speaking,Events;Creativity;Ops;Research;Teaching,ESFJ;ESTJ,Plan and execute events.
681,Travel Consultant,Customer Service;GDS;Geography;Itineraries;Sales;ERP;Research,Travel;Service;Sales;Research;Leadership,ENFP;ENFJ;ESFJ;ISTJ,Design travel plans and handle bookings.
682,Architect,3D Modeling;Building Codes;CAD;Presentation;Project Management;Design Thinking;Marketing,Architecture;Design;Construction;Service;Leadership,INFJ;INTP;INTJ;ESTJ,Design buildings and manage projects.
683,Civil Engineer,AutoCAD;Contracts;QA/QC;Site Management;Structures;Clinical Diagnosis;Negotiation;PowerPoint,Construction;Infrastructure;Project;Teaching;Sales,ESTJ;INTJ;INTP,Plan and oversee civil works.
684,Environmental Scientist,Data Analysis;GIS;Policy;Reporting;Sampling;Anatomy;Drafting,Environment;Research;Sustainability;Creativity;Field,ENFP;ENTP;ESTJ,Study environmental impacts and mitigation.
685,Agronomist,Crop Management;Extension;Field Trials;Pest Control;Soil Science;Foreign Language;Leadership,Agriculture;Field;Research,ESFJ;ISFJ;ENTP,Optimize crop production and advise farmers.
686,Social Worker,Community Outreach;Coordination;Counseling;Documentation;Empathy;Design Thinking;Event Management;Procurement,NGO;Community;Service,ESTJ;ISFJ,Support individuals and communities.
687,NGO Program Manager,Budgeting;Coordination;Grant Writing;Monitoring & Evaluation;Program Design;Hospitality,NGO;Projects;Public;Teaching,ENTP;ISTJ,Manage social programs and partnerships.
688,Sports Coach,Assessment;Coaching;Fitness;Motivation;Planning;Design Thinking;Statistics,Sports;Training;Mentorship;Leadership;Teaching,ESTJ;ESFJ,Train athletes and plan sessions.
689,Pilot,Aviation;Checklists;Instrumentation;Navigation;Safety;Policy,Aviation;Safety;Precision;Service;Field,ESTJ;ENTJ;ESFJ,Operate aircraft safely and efficiently.
690,Merchant Navy Officer,Compliance;Engine Ops;Navigation;Safety;Watchkeeping;Drafting;Video Editing,Maritime;Operations;Safety;Sales;Strategy,ESTJ;ENTP;ISTJ,Operate ships and manage onboard operations.
691,Investment Analyst,Accounting;Excel;Financial Modeling;Presentation;Research;Counseling;Documentation;ERP,Markets;Analysis;Strategy;Service,INTP;ENTJ,"Analyze companies, build models, and recommend investments."
692,Accountant,Accounting;Compliance;Excel;Reconciliation;Reporting;Anatomy;CAD;ERP,Compliance;Reporting;Detail;Creativity;Field,ESFJ;ISFJ;ESTJ,"Prepare financial statements, manage taxes and compliance."
693,Financial Planner,Advisory;Excel;Finance;Sales;Wealth Management;Marketing;Quality Control,Client;Planning;Finance;Leadership;Service,ESFJ;ENFP,"Advise clients on investments, insurance, and goals."
694,Risk Analyst,Excel;Governance;Risk Management;SQL;Statistics,Risk;Governance;Data;Research;Sales,ESFJ;ISTJ;ENFP,Quantify and manage financial/operational risks.
695,Economist,Policy;R;Stata;Statistics;Writing;Project Management,Research;Policy;Data;Strategy,ENTP;INTP;ISTJ,Study economic trends and evaluate policies.
696,Doctor (General Practitioner),Anatomy;Clinical Diagnosis;Communication;Patient Care;Pharmacology;Logistics,Healthcare;People;Service;Strategy,ESTJ;ENTP,Diagnose and treat common illnesses; coordinate care.
697,Surgeon,Anatomy;Asepsis;Documentation;Surgery;Teamwork;Quality Control,Healthcare;Precision;Emergency;Teaching,ESFJ;ISTJ;ENTP,Perform surgical procedures and manage perioperative care.
698,Nurse,Documentation;Empathy;Medication;Patient Care;Teamwork;Event Management;Quality Control,Care;Healthcare;Service;Strategy,ESFJ;ISFJ;ENFJ,Provide nursing care and coordinate with healthcare teams.
699,Pharmacist,Counseling;Documentation;Inventory;Pharmacology;Regulations;CRM;Problem Solving;Writing,Healthcare;Compliance;Service;Sales,ISTJ;ESTJ;ISFJ,Dispense medications and advise on safe usage.
700,Physiotherapist,Anatomy;Assessment;Counseling;Exercise Therapy;Rehabilitation;Econometrics,Care;Movement;Health;Leadership;Service,INFJ;ENFP;ISFJ,Help patients recover mobility and function.
701,Lawyer (Litigation),Case Research;Client Management;Law;Negotiation;Public Speaking;Data Analysis;Digital Marketing;Supply Chain,Law;Advocacy;Strategy;Sales;Creativity,ISTJ;ENTP;ENFP;ESFJ,"Argue cases, draft petitions, and advise clients."
702,Corporate Lawyer,Compliance;Contracts;Drafting;M&A;Negotiation;Logistics,Law;Business;Strategy;Operations,ESTJ;INTJ;ESFJ,Draft/negotiates contracts and handle corporate compliance.
703,Legal Analyst,Compliance;Contracts;Excel;Policy;Writing;CAD;Pharmacology,Law;Research;Writing;Leadership,ENFP;INTP,Research legal issues and support attorneys.
704,Paralegal,Client Communication;Documentation;Drafting;Filing;Research;Problem Solving;Teamwork,Law;Support;Detail;Strategy;Leadership,ESFJ;ISTJ;ENTP;ENFP,Support lawyers with documentation and prep.
705,Policy Analyst,Policy;Research;Stakeholder Analysis;Statistics;Writing;Clinical Diagnosis;ERP;Risk Management,Policy;Research;Public;Teaching,ESFJ;ESTJ;INTP,Evaluate policy options and impacts.
706,Political Campaign Manager,Budgeting;Communication;Data;Field Operations;Strategy;Procurement,Politics;Campaign;Public;Compliance,ENFP;ESFJ,Plan and run political campaigns.
707,Civil Services Officer,Law;Management;Negotiation;Policy;Writing;Logistics;Statistics,Governance;Public;Leadership;Strategy,ENFP;INTP;ESTJ,Implement policies and manage public programs.
708,Diplomat/Foreign Service,Analysis;Languages;Negotiation;Protocol;Writing;PowerPoint,Policy;International;Public;Research;Teaching,INTJ;ENFP;ENFJ,Represent the country and negotiate agreements.
709,Journalist,Editing;Interviewing;Multimedia;Reporting;Writing;Anatomy;Critical Thinking,Media;Storytelling;Public;Teaching;Field,ENTP;ENFP,Report news and produce stories.
710,Video Editor,After Effects;Color Grading;Editing;Premiere Pro;Storytelling;Anatomy,Media;Creativity;Post-Production;Sales,ESTJ;INTP,Edit video content and craft narratives.
711,Photographer,Client Communication;Editing;Lighting;Photography;Portfolio;Data Analysis;Teamwork,Media;Creativity;Art,ISTJ;ISFP;ENFP,Shoot and edit photos for clients or media.
712,Music Producer,Arrangement;Collaboration;DAW;Mixing;Sound Design;First Aid,Music;Creativity;Production;Research;Compliance,ESTJ;ENFP,Produce and polish music tracks.
713,Teacher (School),Assessment;Classroom Management;Communication;Lesson Planning;Subject Knowledge;Clinical Diagnosis;Foreign Language;Marketing,Education;Teaching;Mentorship;Operations,ESFJ;ENFJ,Teach and mentor students at school level.
714,Professor/Lecturer,Curriculum;Grant Writing;Mentoring;Research;Teaching;Event Management,Education;Research;Teaching;Service,ESFJ;INFJ;ENTP,Teach in college and publish research.
715,Instructional Designer,Assessment;Authoring Tools;Pedagogy;Storyboarding;UX;Leadership;Quality Control,Education;Design;Learning;Compliance,ENFP;ENFJ,Design e-learning materials and curricula.
716,Sales Manager,CRM;Negotiation;Pipeline;Sales Strategy;Targets;Counseling;Excel;First Aid,Sales;Business;Leadership;Field,ESFJ;ESTJ,Lead sales teams and manage revenue targets.
717,Business Development Executive,CRM;Cold Outreach;Negotiation;Pitching;Prospecting;Event Management;Research;Statistics,Sales;Growth;Client;Operations;Service,ENTP;ENFJ;ESFJ,Acquire new clients and partnerships.
718,HR Generalist,Compliance;Employee Relations;Payroll;Policies;Recruitment;Procurement;Quality Control,HR;People;Operations;Teaching,ENTP;ESTJ,Handle HR ops and employee lifecycle.
719,Recruiter/Talent Acquisition,ATS;Coordination;Interviewing;Negotiation;Sourcing;CRM;Communication;Marketing,HR;Hiring;Communication;Research;Teaching,ESFJ;INTP,Find and evaluate candidates for roles.
720,Operations Manager,Budgeting;Leadership;Process Improvement;Quality;Scheduling;Policy;Problem Solving,Operations;Management;Scaling;Creativity;Strategy,ENTJ;ENTP,Run day-to-day operations and improve efficiency.
721,Supply Chain Manager,Demand Planning;Excel;Inventory;Logistics;Procurement;Creativity;Graphic Design,Supply Chain;Logistics;Vendors;Sales;Compliance,ESTJ;ENFP;ENTJ;INTP,Manage end-to-end supply chain.
722,Logistics Coordinator,Documentation;Excel;Routing;Transportation;Warehouse;Clinical Diagnosis;Data Analysis;Graphic Design,Logistics;Operations;Vendors;Compliance,ISTJ;ENFP;ISFJ,Coordinate shipments and warehousing.
723,Procurement Specialist,Contracts;Costing;Negotiation;SAP;Vendor Management;Critical Thinking;Writing,Procurement;Vendors;Cost;Sales;Strategy,ENTP;ISTJ,Source goods/services and negotiate deals.
724,Hotel Manager,Budgeting;Guest Experience;Housekeeping;Operations;Revenue;Communication;Project Management;Teamwork,Hospitality;Service;Operations;Research,ENFJ;ESTJ;ISTJ,Manage hotel departments and guest satisfaction.
725,Chef,Creativity;Hygiene;Inventory;Menu Planning;Teamwork;Foreign Language;Leadership;Writing,Food;Creativity;Operations;Sales,ESFJ;ENFP,Prepare dishes and manage kitchen operations.
726,Event Planner,Budgeting;Creativity;Logistics;Negotiation;Vendor Management;Teamwork,Events;Creativity;Ops;Compliance,ENFJ;ESTJ,Plan and execute events.
727,Travel Consultant,Bookings;Customer Service;Geography;Itineraries;Sales;CRM,Travel;Service;Sales,ISTJ;ENTP;ESTJ,Design travel plans and handle bookings.
728,Architect,3D Modeling;Building Codes;Design;Presentation;Project Management;Rehabilitation,Architecture;Design;Construction;Research,ESFJ;ESTJ;INTP;INTJ,Design buildings and manage projects.
729,Civil Engineer,AutoCAD;Estimation;QA/QC;Site Management;Structures;Problem Solving;Supply Chain,Construction;Infrastructure;Project;Research;Sales,INTJ;ESTJ;ENTP,Plan and oversee civil works.
730,Environmental Scientist,Data Analysis;Field Work;GIS;Policy;Reporting;CAD,Environment;Research;Sustainability;Sales,INFJ;ENFP;ESTJ,Study environmental impacts and mitigation.
731,Agronomist,Crop Management;Extension;Field Trials;Irrigation;Soil Science;Quality Control,Agriculture;Field;Research;Creativity;Operations,ISFJ;ISTJ,Optimize crop production and advise farmers.
732,Social Worker,Community Outreach;Coordination;Counseling;Documentation;Empathy;Statistics,NGO;Community;Service;Compliance,ISFJ;ESFJ,Support individuals and communities.
733,NGO Program Manager,Budgeting;Coordination;Grant Writing;Monitoring & Evaluation;Program Design;Critical Thinking;Pharmacology,NGO;Projects;Public;Compliance;Service,INTP;ENFP;ESTJ,Manage social programs and partnerships.
734,Sports Coach,Coaching;Communication;Fitness;Motivation;Planning;PowerPoint;Quality Control;Video Editing,Sports;Training;Mentorship;Teaching;Sales,ENTP;ENFP;ESTJ,Train athletes and plan sessions.
735,Pilot,Aviation;Communication;Instrumentation;Navigation;Safety;Design Thinking,Aviation;Safety;Precision;Compliance,INTP;ISTJ;ENTP;ESTJ,Operate aircraft safely and efficiently.
736,Merchant Navy Officer,Compliance;Engine Ops;Navigation;Safety;Watchkeeping;Customer Service;Law,Maritime;Operations;Safety;Service;Compliance,INTP;ENFP;ESFJ,Operate ships and manage onboard operations.
737,Investment Analyst,Excel;Financial Modeling;PowerPoint;Presentation;Research;Clinical Diagnosis,Markets;Analysis;Strategy;Teaching,ESFJ;ENTJ,"Analyze companies, build models, and recommend investments."
738,Accountant,Compliance;ERP;Excel;Reconciliation;Reporting;Marketing;Supply Chain,Compliance;Reporting;Detail;Strategy;Teaching,ESTJ;ESFJ;ISFJ,"Prepare financial statements, manage taxes and compliance."
739,Financial Planner,Advisory;Communication;Finance;Risk Management;Wealth Management;Anatomy,Client;Planning;Finance;Compliance;Operations,ISTJ;ENFP;ESFJ;ENTJ,"Advise clients on investments, insurance, and goals."
740,Risk Analyst,Compliance;Excel;Governance;Reporting;Risk Management;ERP,Risk;Governance;Data;Research;Service,ISTJ;ESTJ;INTJ;ESFJ,Quantify and manage financial/operational risks.
741,Economist,Econometrics;R;Stata;Statistics;Writing;Budgeting;Clinical Diagnosis,Research;Policy;Data;Sales,INTJ;ENFP;ESFJ;ISTJ,Study economic trends and evaluate policies.
742,Doctor (General Practitioner),Anatomy;Clinical Diagnosis;Communication;Documentation;Patient Care;Drafting,Healthcare;People;Service,ENFJ;ISFJ,Diagnose and treat common illnesses; coordinate care.
743,Surgeon,Anatomy;Asepsis;Documentation;Surgery;Teamwork;Digital Marketing;Problem Solving,Healthcare;Precision;Emergency;Creativity;Leadership,ENTP;ESFJ;INTP;INTJ,Perform surgical procedures and manage perioperative care.
744,Nurse,Empathy;Medication;Patient Care;Teamwork;Vitals;Accounting;Event Management,Care;Healthcare;Service;Creativity,ENFJ;ISFJ,Provide nursing care and coordinate with healthcare teams.
745,Pharmacist,Counseling;Documentation;Inventory;Pharmacology;Regulations;Finance,Healthcare;Compliance;Service,ESFJ;INTP;ISTJ;ISFJ,Dispense medications and advise on safe usage.
746,Physiotherapist,Anatomy;Assessment;Counseling;Exercise Therapy;Rehabilitation;CRM;Design Thinking;Supply Chain,Care;Movement;Health;Leadership;Service,INTP;ISTJ;INFJ;ENFJ,Help patients recover mobility and function.
747,Lawyer (Litigation),Client Management;Drafting;Law;Negotiation;Public Speaking;Documentation;Quality Control;Supply Chain,Law;Advocacy;Strategy;Creativity,ENFP;ENFJ;ISTJ;ESTJ,"Argue cases, draft petitions, and advise clients."
748,Corporate Lawyer,Company Law;Contracts;Drafting;M&A;Negotiation;Project Management;Public Speaking,Law;Business;Strategy,ISTJ;ESTJ,Draft/negotiates contracts and handle corporate compliance.
749,Legal Analyst,Case Research;Contracts;Excel;Policy;Writing;Foreign Language;Hospitality,Law;Research;Writing;Compliance,ISTJ;INFJ;INTJ,Research legal issues and support attorneys.
750,Paralegal,Client Communication;Documentation;Drafting;Filing;Research;Anatomy;Leadership;Teamwork,Law;Support;Detail;Teaching,ESTJ;ENFP;ISTJ,Support lawyers with documentation and prep.
751,Policy Analyst,Policy;Presentation;Research;Stakeholder Analysis;Writing;Data Analysis;Drafting;Sales,Policy;Research;Public;Strategy;Leadership,ISTJ;INTP,Evaluate policy options and impacts.
752,Political Campaign Manager,Budgeting;Communication;Field Operations;Leadership;Strategy;Design Thinking;Graphic Design,Politics;Campaign;Public;Teaching;Service,ESTJ;ENFJ,Plan and run political campaigns.
753,Civil Services Officer,Administration;Law;Management;Policy;Writing;Hospitality;Marketing;Procurement,Governance;Public;Leadership;Sales,ENTJ;ESTJ,Implement policies and manage public programs.
754,Diplomat/Foreign Service,Analysis;International Relations;Negotiation;Protocol;Writing;CAD,Policy;International;Public;Research;Leadership,INTP;ENTP;ESFJ;ENFP,Represent the country and negotiate agreements.
755,Journalist,Editing;Fact-Checking;Interviewing;Reporting;Writing;Econometrics,Media;Storytelling;Public;Creativity,ESTJ;ENTP;ISTJ,Report news and produce stories.
756,Video Editor,After Effects;Audio;Color Grading;Editing;Storytelling;First Aid,Media;Creativity;Post-Production;Leadership,ENFP;INTP;ISTJ,Edit video content and craft narratives.
757,Photographer,Client Communication;Composition;Editing;Photography;Portfolio;First Aid;Leadership,Media;Creativity;Art;Leadership;Sales,ESFJ;ESTJ,Shoot and edit photos for clients or media.
758,Music Producer,Arrangement;Collaboration;DAW;Mastering;Sound Design;Design Thinking;Econometrics;Rehabilitation,Music;Creativity;Production;Sales,ENFP;ENTP;INFP,Produce and polish music tracks.
759,Teacher (School),Assessment;Classroom Management;Communication;Lesson Planning;Subject Knowledge;Leadership,Education;Teaching;Mentorship;Operations;Compliance,ESTJ;INTP;ENTP,Teach and mentor students at school level.
760,Professor/Lecturer,Curriculum;Grant Writing;Mentoring;Publications;Research;Policy;PowerPoint;Writing,Education;Research;Teaching;Field,ESTJ;ENTP;ISTJ,Teach in college and publish research.
761,Instructional Designer,Assessment;Authoring Tools;Pedagogy;UX;Writing;Excel;Graphic Design;Sales,Education;Design;Learning;Field;Strategy,ESFJ;INFJ;ENTP;ISFJ,Design e-learning materials and curricula.
762,Sales Manager,CRM;Negotiation;Pipeline;Presentation;Sales Strategy;Data Analysis,Sales;Business;Leadership;Operations;Strategy,ENTJ;ENTP;ESTJ,Lead sales teams and manage revenue targets.
763,Business Development Executive,CRM;Cold Outreach;Follow-ups;Negotiation;Pitching;CAD,Sales;Growth;Client;Compliance,ESFJ;ENTP;ESTJ,Acquire new clients and partnerships.
764,HR Generalist,Compliance;Employee Relations;Payroll;Policies;Recruitment;Data Analysis;Event Management,HR;People;Operations;Field,ESFJ;INTP;ISTJ,Handle HR ops and employee lifecycle.
765,Recruiter/Talent Acquisition,ATS;Coordination;Interviewing;Negotiation;Sourcing;Supply Chain,HR;Hiring;Communication;Teaching;Compliance,ESFJ,Find and evaluate candidates for roles.
766,Operations Manager,Budgeting;KPIs;Leadership;Process Improvement;Scheduling;Accounting;Excel,Operations;Management;Scaling;Field,ENTP;ESFJ,Run day-to-day operations and improve efficiency.
767,Supply Chain Manager,Demand Planning;Excel;Inventory;Logistics;SAP;Policy,Supply Chain;Logistics;Vendors;Creativity;Service,ENFP;ESTJ;ISTJ,Manage end-to-end supply chain.
768,Logistics Coordinator,Documentation;Excel;Routing;Tracking;Transportation;Econometrics,Logistics;Operations;Vendors;Creativity,ISFJ;ESTJ;ESFJ,Coordinate shipments and warehousing.
769,Procurement Specialist,Compliance;Costing;Negotiation;SAP;Vendor Management;Excel;Finance;Policy,Procurement;Vendors;Cost;Sales;Teaching,ESTJ;ISTJ,Source goods/services and negotiate deals.
770,Hotel Manager,Front Office;Guest Experience;Housekeeping;Operations;Revenue;First Aid,Hospitality;Service;Operations;Strategy,ESFJ;ENTP,Manage hotel departments and guest satisfaction.
771,Chef,Creativity;Hygiene;Inventory;Menu Planning;Teamwork;Accounting,Food;Creativity;Operations;Teaching,ISFP;ENFP;ESFJ;ESTJ,Prepare dishes and manage kitchen operations.
772,Event Planner,Budgeting;Coordination;Logistics;Negotiation;Vendor Management;CRM;Law;Risk Management,Events;Creativity;Ops;Leadership,ESFJ;ENTP;ENFP,Plan and execute events.
773,Travel Consultant,Bookings;Customer Service;GDS;Geography;Sales;Budgeting;Documentation,Travel;Service;Sales;Leadership;Strategy,ENFP;ESTJ;ESFJ,Design travel plans and handle bookings.
774,Architect,3D Modeling;Building Codes;CAD;Presentation;Project Management;Foreign Language,Architecture;Design;Construction;Operations;Compliance,ISTJ;ENTP,Design buildings and manage projects.
775,Civil Engineer,AutoCAD;Contracts;Estimation;QA/QC;Site Management;Negotiation,Construction;Infrastructure;Project;Strategy,ISTJ;INTJ;ESTJ,Plan and oversee civil works.
776,Environmental Scientist,Data Analysis;Field Work;GIS;Reporting;Sampling;Design Thinking,Environment;Research;Sustainability;Leadership;Compliance,INTP;INFJ,Study environmental impacts and mitigation.
777,Agronomist,Extension;Field Trials;Irrigation;Pest Control;Soil Science;Budgeting;Critical Thinking;Rehabilitation,Agriculture;Field;Research;Operations,ESFJ;ENTP,Optimize crop production and advise farmers.
778,Social Worker,Casework;Community Outreach;Coordination;Documentation;Empathy;CAD;Customer Service;Negotiation,NGO;Community;Service;Field,ESFJ;ISTJ;INFJ;ESTJ,Support individuals and communities.
779,NGO Program Manager,Budgeting;Coordination;Grant Writing;Monitoring & Evaluation;Program Design;ERP;Law,NGO;Projects;Public;Strategy;Compliance,ESFJ;ENFP,Manage social programs and partnerships.
780,Sports Coach,Coaching;Communication;Fitness;Motivation;Planning;Clinical Diagnosis;Digital Marketing,Sports;Training;Mentorship;Research,INTP;ESFJ,Train athletes and plan sessions.
781,Pilot,Aviation;Checklists;Communication;Instrumentation;Navigation;Critical Thinking;Data Analysis;Documentation,Aviation;Safety;Precision;Operations;Research,ESFJ;ESTJ;ENTP,Operate aircraft safely and efficiently.
782,Merchant Navy Officer,Engine Ops;Navigation;Safety;Teamwork;Watchkeeping;Digital Marketing;ERP;Policy,Maritime;Operations;Safety;Leadership;Service,ISTJ;INTP,Operate ships and manage onboard operations.
783,Investment Analyst,Excel;Financial Modeling;PowerPoint;Research;Valuation;Documentation;Project Management,Markets;Analysis;Strategy;Service;Field,ENTP;ESTJ,"Analyze companies, build models, and recommend investments."
784,Accountant,Auditing;Compliance;ERP;Excel;Reporting;Graphic Design,Compliance;Reporting;Detail;Field,ESTJ;ISTJ;ISFJ,"Prepare financial statements, manage taxes and compliance."
785,Financial Planner,Advisory;Communication;Excel;Sales;Wealth Management;Design Thinking;Leadership;Rehabilitation,Client;Planning;Finance;Leadership,ISTJ;ENTP,"Advise clients on investments, insurance, and goals."
786,Risk Analyst,Compliance;Governance;Risk Management;SQL;Statistics;Foreign Language;Supply Chain,Risk;Governance;Data;Strategy,ESTJ;INTP;ENTP;ISTJ,Quantify and manage financial/operational risks.
787,Economist,Econometrics;R;Research;Statistics;Writing;ERP;Leadership,Research;Policy;Data;Leadership;Creativity,ENTP;ESFJ;INFJ;INTP,Study economic trends and evaluate policies.
788,Doctor (General Practitioner),Anatomy;Clinical Diagnosis;Communication;Patient Care;Pharmacology;Statistics,Healthcare;People;Service;Sales,ISTJ;INTP;ENFP;ENFJ,Diagnose and treat common illnesses; coordinate care.
789,Surgeon,Anatomy;Asepsis;Decision Making;Documentation;Surgery;Budgeting;Finance,Healthcare;Precision;Emergency;Field;Operations,ESTJ;ISTJ;INTJ,Perform surgical procedures and manage perioperative care.
790,Nurse,Empathy;Medication;Patient Care;Teamwork;Vitals;Writing,Care;Healthcare;Service;Compliance;Research,ESFJ;ISFJ,Provide nursing care and coordinate with healthcare teams.
791,Pharmacist,Counseling;Documentation;Inventory;Pharmacology;Regulations;ERP;Event Management;Procurement,Healthcare;Compliance;Service;Strategy,ESFJ;INTP;ENTP,Dispense medications and advise on safe usage.
792,Physiotherapist,Anatomy;Assessment;Counseling;Exercise Therapy;Rehabilitation;Communication;Digital Marketing,Care;Movement;Health;Strategy,ISTJ;ISFJ;ESTJ,Help patients recover mobility and function.
793,Lawyer (Litigation),Case Research;Client Management;Law;Negotiation;Public Speaking;Foreign Language;Statistics,Law;Advocacy;Strategy;Compliance,ENFJ;ENFP;ISTJ,"Argue cases, draft petitions, and advise clients."
794,Corporate Lawyer,Company Law;Compliance;Drafting;M&A;Negotiation;Marketing;Quality Control,Law;Business;Strategy;Compliance,ENFP;ISTJ;ENTJ,Draft/negotiates contracts and handle corporate compliance.
795,Legal Analyst,Case Research;Compliance;Contracts;Excel;Writing;Logistics;Video Editing,Law;Research;Writing,INTJ;ENTP,Research legal issues and support attorneys.
796,Paralegal,Client Communication;Documentation;Drafting;Research;Scheduling;Digital Marketing;Logistics;Risk Management,Law;Support;Detail;Field,ENTP;ESFJ,Support lawyers with documentation and prep.
797,Policy Analyst,Policy;Research;Stakeholder Analysis;Statistics;Writing;Teamwork,Policy;Research;Public;Operations;Strategy,ENFP;ENTP;INTP,Evaluate policy options and impacts.
798,Political Campaign Manager,Budgeting;Communication;Data;Leadership;Strategy;ERP,Politics;Campaign;Public;Sales;Research,ENTJ;ESTJ,Plan and run political campaigns.
799,Civil Services Officer,Administration;Management;Negotiation;Policy;Writing;Digital Marketing;Excel;Pharmacology,Governance;Public;Leadership;Sales,ESTJ;ISTJ,Implement policies and manage public programs.
800,Diplomat/Foreign Service,Analysis;International Relations;Negotiation;Protocol;Writing;Econometrics;Graphic Design;Sales,Policy;International;Public;Strategy,INTJ;ENFJ;ISTJ;ENTP,Represent the country and negotiate agreements.
801,Journalist,Editing;Fact-Checking;Interviewing;Multimedia;Reporting;Excel;Finance,Media;Storytelling;Public;Leadership,ENTP;ESTJ,Report news and produce stories.
802,Video Editor,After Effects;Audio;Color Grading;Premiere Pro;Storytelling;Marketing,Media;Creativity;Post-Production;Field,ESTJ;ENFP;INTP,Edit video content and craft narratives.
803,Photographer,Client Communication;Composition;Editing;Photography;Portfolio;Negotiation,Media;Creativity;Art;Field,ENFP;INFP;INTP,Shoot and edit photos for clients or media.
804,Music Producer,Arrangement;Collaboration;DAW;Mastering;Sound Design;ERP,Music;Creativity;Production;Sales;Field,ESTJ;INTP;ENFP,Produce and polish music tracks.
805,Teacher (School),Assessment;Classroom Management;Communication;Lesson Planning;Subject Knowledge;PowerPoint;Teamwork,Education;Teaching;Mentorship;Service;Compliance,ENTP;ESFJ,Teach and mentor students at school level.
806,Professor/Lecturer,Curriculum;Grant Writing;Mentoring;Research;Teaching;Excel;Pharmacology,Education;Research;Teaching;Compliance,ESTJ;ENTP,Teach in college and publish research.
807,Instructional Designer,Assessment;Authoring Tools;Pedagogy;Storyboarding;Writing;Clinical Diagnosis;Logistics;Supply Chain,Education;Design;Learning;Strategy,ENFP;ENTP;INTP;ESTJ,Design e-learning materials and curricula.
808,Sales Manager,CRM;Negotiation;Pipeline;Presentation;Sales Strategy;Finance;Logistics,Sales;Business;Leadership;Research,ENTJ;ENFP;INTP;ENFJ,Lead sales teams and manage revenue targets.
809,Business Development Executive,CRM;Follow-ups;Negotiation;Pitching;Prospecting;ERP;Procurement;Supply Chain,Sales;Growth;Client;Creativity;Field,ESTJ,Acquire new clients and partnerships.
810,HR Generalist,Compliance;Employee Relations;Payroll;Policies;Recruitment;Anatomy;Public Speaking;Video Editing,HR;People;Operations;Service,ISFJ;ENFJ;ISTJ,Handle HR ops and employee lifecycle.
811,Recruiter/Talent Acquisition,ATS;Coordination;JD Writing;Negotiation;Sourcing;Hospitality;Video Editing,HR;Hiring;Communication;Field,ISTJ;ENFP,Find and evaluate candidates for roles.
812,Operations Manager,Budgeting;KPIs;Leadership;Process Improvement;Quality;Counseling;Supply Chain,Operations;Management;Scaling;Teaching,ESFJ;ENTJ;ISTJ,Run day-to-day operations and improve efficiency.
813,Supply Chain Manager,Demand Planning;Excel;Inventory;Procurement;SAP;Creativity;Project Management,Supply Chain;Logistics;Vendors;Sales;Creativity,ENTJ;INTP,Manage end-to-end supply chain.
814,Logistics Coordinator,Excel;Routing;Tracking;Transportation;Warehouse;Quality Control,Logistics;Operations;Vendors;Strategy,ENTP;ESTJ,Coordinate shipments and warehousing.
815,Procurement Specialist,Compliance;Contracts;Costing;Negotiation;Vendor Management;Policy,Procurement;Vendors;Cost;Field,ENFP;ESTJ;ENTP,Source goods/services and negotiate deals.
